Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
4305 TRACY AVE,Kansas City,3rd,Jackson,,N,"4305 Tracy Ave, Kansas City, MO 64110, USA",KCMHA,"4305 TRACY AVE
Kansas City, MO 64110.0
(39.048538, -94.570027)",22664.0,,Manheim Park,,,30-620-06-04-00-0-00-000,64110,Public Purpose,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,11/30/2015,3048.583854,MO,,R-1.5,290950063001,39.048572,-94.569682,69,Manheim Park,Central,1
2323 B E 60th St,Kansas City,5th,Jackson,01/07/2014,N,"2323 NE 60th St, Gladstone, MO 64118, USA",Land Bank,"2323 B E 60th St
Kansas City, MO 64130-3533
(39.017756, -94.558924)",4800.0,2019.0,Blue Hills,,,JA47110060100000000,64118,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,2125.251771,MO,,R-2.5,290470210041,39.202392,-94.5524787,N/A,N/A,Shoal Creek,6
2910 E 31st St,Kansas City,3rd,Jackson,,N,"2910 E 31st St, Kansas City, MO 64128, USA",Land Bank,"2910 E 31st St
Kansas City, MO 64128
(39.06971, -94.548648)",5557.0,2019.0,Santa Fe,,,JA28920191600000000,64128,Side Yard,Commercial Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3497.92493056,MO,,B3-2,290950038002,39.06995,-94.548636,57,Santa Fe,East,3
2307  BELLEFONTAINE AVE,Kansas City,3rd,Jackson,,N,"2307 Bellefontaine Ave, Kansas City, MO 64127, USA",Land Bank,"2307  BELLEFONTAINE AVE
Kansas City, MO 64127
(39.084049, -94.546432)",851.0,2014.0,Washington Wheatley,,,JA28430030500000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,04/07/2016,3045.11559,MO,,R-2.5,290950037001,39.0840009,-94.5461825,28,Washington Wheatley,East,3
5125 Topping (approx),Kansas City,5th,Jackson,01/30/2014,N,"5125 Topping Ave, Kansas City, MO 64129, USA",Land Bank,,413.0,2012.0,Brown Estates,,,JA31720040200000000,64129,"Assemblage, Public Green Space",Residential Vacant,Vacant lot or land - little or no use,Disposed,Kansas City Missouri 110,10/11/2018,208811.692257,MO,,R-5,290950175001,39.0252177,-94.5182427,131,Brown Estates,Metro,2
2008 Poplar Ave,Kansas City,3rd,Jackson,03/05/2014,N,"2008 Poplar Ave, Kansas City, MO 64127, USA",Land Bank,"2008 Poplar Ave
Kansas City, MO 64127
(39.08666, -94.525412)",3100.0,2019.0,East Community Team North,,,JA28520352800000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,6085.260313000001,MO,,R-2.5,290950022003,39.086666,-94.52570999999999,29,East Community Team North,East,3
1605 Ewing Ave,Kansas City,3rd,Jackson,,N,"1605 Ewing Ave, Kansas City, MO 64126, USA",Land Bank,"1605 Ewing Ave
Kansas City, MO 64126
(39.091648, -94.503506)",6670.0,2012.0,East Blue Valley,,,JA28140243101000000,64126,"Side Yard, Urban Agriculture",Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,09/08/2014,20873.176389,MO,,R-2.5,290950021003,39.091651,-94.503141,34,East Blue Valley,East,3
1010 Fuller Ave,Kansas City,4th,Jackson,,N,"1010 Fuller Ave, Kansas City, MO 64126, USA",Land Bank,"1010 Fuller Ave
Kansas City, MO 64126
(39.09933, -94.506455)",4500.0,2019.0,Sheffield,,,JA28120342200000000,64126,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3955.074514,MO,,R-2.5,290950020002,39.0993194,-94.5067526,21,Sheffield,East,3
1421 Colorado Ave,Kansas City,3rd,Jackson,01/22/2014,N,"1421 Colorado Ave, Kansas City, MO 64127, USA",Land Bank,"1421 Colorado Ave
Kansas City, MO 64127
(39.095096, -94.520213)",9250.0,2019.0,West Blue Valley,,,JA28240100800000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,11270.546875,MO,,R-2.5,290950022001,39.095082,-94.5200337,33,West Blue Valley,East,3
3747 SOUTH BENTON AVE,KANSAS CITY,3rd,JACKSON,,Y,"3747 S Benton Ave, Kansas City, MO 64128, USA",Land Bank,"3747 SOUTH BENTON AVE
KANSAS CITY, MO 64128
(39.057246, -94.550028)",1750.0,2019.0,Oak Park Northwest,,,JA31320211900000000,64128,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,3631.3755560000004,MO,,R-2.5,290950056022,39.0572226,-94.5497705,58,Oak Park Northwest,East,3
4133 BROOKLYN AVE,Kansas City,3rd,Jackson,,N,"4133 Brooklyn Ave, Kansas City, MO 64130, USA",KCMHA,"4133 BROOKLYN AVE
Kansas City, MO 64130.0
(39.050773, -94.558489)",11100.0,2019.0,Ivanhoe Southeast,,,30-140-20-11-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5237.36979167,MO,,R-2.5,290950169003,39.0507682,-94.55818169999999,54,Ivanhoe Southeast,Central,1
8320 Wayne Ave,Kansas City,5th,Jackson,03/18/2014,Y,"8320 Wayne Ave, Kansas City, MO 64131, USA",Land Bank,"8320 Wayne Ave
Kansas City, MO 64131
(38.976517, -94.569533)",8200.0,2019.0,Marlborough Heights/Marlborough Pride,,,JA48120031300000000,64131,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Center 120,,4855.246007,MO,,R-6,290950095003,38.976503,-94.569856,129,Marlborough Heights/Marlborough Pride,Metro,2
3938 GARFIELD AVE,Kansas City,3rd,Jackson,,N,"3938 Garfield Ave, Kansas City, MO 64130, USA",KCMHA,"3938 GARFIELD AVE
Kansas City, MO 64130.0
(39.05425, -94.559464)",17601.0,,Ivanhoe Southeast,,,30-140-06-23-00-0-00-000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,10/27/2014,4837.73875,MO,,R-2.5,290950169003,39.0542754,-94.5597226,54,Ivanhoe Southeast,Central,1
5101 Hardesty Ave,Kansas City,5th,Jackson,01/09/2014,N,"5101 Hardesty Ave, Kansas City, MO 64130, USA",Land Bank,"5101 Hardesty Ave
Kansas City, MO 64130
(39.032352, -94.521795)",11900.0,2019.0,Brown Estates,,,JA31810020200000000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,38486.799861,MO,,R-5,290950175001,39.032311,-94.52119499999999,131,Brown Estates,Metro,2
6208 E 15th Ter,Kansas City,3rd,Jackson,,N,"6208 E 15th Terrace, Kansas City, MO 64126, USA",Land Bank,"6208 E 15th Ter
Kansas City, MO 64126
(39.092912, -94.509768)",1150.0,2019.0,East Blue Valley,,,JA28130182000000000,64126,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,2038.956493,MO,,R-2.5,290950021003,39.0930712,-94.5098403,34,East Blue Valley,East,3
5714 PARK AVE,Kansas City,5th,Jackson,,N,"5714 Park Ave, Kansas City, MO 64130, USA",Land Bank,"5714 PARK AVE
Kansas City, MO 64130
(39.022238, -94.558951)",8050.0,2019.0,Blue Hills,,,JA30740203100000000,64130,"Assemblage, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4759.257951,MO,,R-6,290950080002,39.0223172,-94.55922969999999,119,Blue Hills,Metro,2
442 JACKSON AVE,KANSAS CITY,4th,Jackson,,N,"442 Jackson Ave, Kansas City, MO 64124, USA",Land Bank,"442 JACKSON AVE
KANSAS CITY, MO 64124
(39.107647, -94.53295)",4058.0,2012.0,Scarritt Point,,,JA13940191800000000,64124,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,08/28/2018,7583.023889,MO,,R-2.5,290950008004,39.107688,-94.533277,18,Scarritt Point,East,3
822 Monroe Ave,Kansas City,3rd,Jackson,,N,"822 Monroe Ave, Kansas City, MO 64124, USA",Land Bank,"822 Monroe Ave
Kansas City, MO 64124
(39.102234, -94.538945)",4150.0,2019.0,Lykins,,,JA28310163400000000,64124,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3679.65996528,MO,,R-2.5,290950018001,39.1022213,-94.539216,17,Lykins,East,3
10240 Eastern Ave,Kansas City,6th,Jackson,01/02/2014,N,"10240 Eastern Ave, Kansas City, MO 64134, USA",Land Bank,,12050.0,2019.0,Hickman Mills South,,,JA49710110400000000,64134,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Hickman Mills 140,,12799.820486,MO,,R-7.5,290950129061,38.938145,-94.50476499999999,169,Hickman Mills South,South,5
3741 Denton Rd,Kansas City,3rd,Jackson,11/27/2013,N,"3741 S Denton Rd, Kansas City, MO 64133, USA",Land Bank,"3741 Denton Rd
Kansas City, MO 64133
(39.054717, -94.468219)",1000.0,2012.0,Ashland Ridge,,,JA32210130900000000,64133,,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,07/25/2018,5591.781354,MO,,R-7.5,290950170002,39.05471,-94.467912,38,Ashland Ridge,East,3
6200 E 65th St,Kansas City,5th,Jackson,,N,"6200 E 65th St, Kansas City, MO 64133, USA",Land Bank,,1300.0,2012.0,Swope Park Ridge-Winchester,,,JA46130042800000000,64133,,Residential Vacant,Vacant lot or land - little or no use,Disposed,Kansas City Missouri 110,05/13/2019,18786.12316,MO,,R-5,290950175003,39.0067906,-94.49823339999999,134,East Swope Highlands,Metro,2
7709 E 74th St,Kansas City,5th,Jackson,,N,"7709 E 74th St, Kansas City, MO 64133, USA",Land Bank,"7709 E 74th St
Kansas City, MO 64133
(38.990253, -94.497807)",13700.0,2019.0,Park Farms,,,JA45430182500000000,64133,"Assemblage, Public Purpose",Residential Vacant,Vacant lot or land - usable,Disposition in Process,Raytown 150,,14129.99625,MO,,R-7.5,290950172001,38.9899887,-94.49812969999999,135,Park Farms,Metro,2
8348 E Blue Parkway Dr,Kansas City,5th,Jackson,,N,"8348 E Blue Pkwy Dr, Kansas City, MO 64129, USA",Land Bank,"8348 E Blue Parkway Dr
Kansas City, MO 64129
(39.010269, -94.48837)",2200.0,2019.0,Lewis Heights,,,JA45310020700000000,64129,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Raytown 150,,4904.187153,MO,,R-0.5,290950105005,39.010497,-94.488264,45,Lewis Heights,Metro,2
3117 Woodland Ave,Kansas City,3rd,Jackson,,N,"3117 Woodland Ave, Kansas City, MO 64109, USA",KCMHA,"3117 Woodland Ave
Kansas City, MO 64109
(39.069486, -94.562092)",20750.0,2019.0,Key Coalition,,,JA29740080500000000,64109,Public Purpose,Commercial Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,04/16/2019,11327.258611,MO,,B3-2,290950054001,39.0696299,-94.561775,56,Key Coalition,Central,1
3103 E 73RD ST,Kansas City,5th,Jackson,,N,"3103 E 73rd St, Kansas City, MO 64132, USA",Land Bank,"3103 E 73RD ST
Kansas City, MO 64132
(38.994154, -94.550932)",7650.0,2019.0,Noble And Gregory Ridge,,,JA46430190400000000,64132,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5252.6178820000005,MO,,R-5,290950089002,38.993732,-94.55097909999999,126,Noble And Gregory Ridge,Metro,2
2503 E 24TH TER,KANSAS CITY,3rd,Jackson,,N,"2503 E 24th Terrace, Kansas City, MO 64127, USA",KCMHA,"2503 E 24TH TER
KANSAS CITY, MO 64127
(39.081855, -94.553141)",4750.0,2019.0,Wendell Phillips,,,JA29640130400000000,64127,Public Purpose,Residential Vacant,Vacant lot or land - usable,Reserved,KANSAS CITY MISSOURI 110,09/13/2016,2124.667986,MO,,R-1.5,290950166001,39.0817059,-94.55323059999999,27,Wendell Phillips,East,3
2717  PROSPECT AVE,Kansas City,3rd,Jackson,,N,"2717 Prospect Ave, Kansas City, MO 64128, USA",KCMHA,"2717  PROSPECT AVE
Kansas City, MO 64128
(39.076467, -94.552514)",3900.0,2019.0,Santa Fe,,,JA28920032500000000,64128,Side Yard,Commercial Vacant,Vacant lot or land - little or no use,Disposition in Process,KANSAS CITY MISSOURI 110,,1690.985382,MO,,B3-2,290950038001,39.076488,-94.55231649999999,57,Santa Fe,East,3
7901 Walrond Avenue,Kansas City,5th,Jackson,,N,"7901 Walrond Ave, Kansas City, MO 64132, USA",Land Bank,"7901 Walrond Avenue
Kansas City, MO 64132
(38.98143, -94.5507)",22900.0,2019.0,Marlborough East,,,JA46930020900000000,64132,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Center 120,,51379.613333,MO,,R-6,290950096001,38.982631,-94.550257,130,Marlborough East,Metro,2
6612 E 13th St,Kansas City,3rd,Jackson,,N,"6612 E 13th St, Kansas City, MO 64126, USA",Land Bank,"6612 E 13th St
Kansas City, MO 64126
(39.095553, -94.504739)",237.0,2012.0,East Blue Valley,,,JA28140062200000000,64126,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,01/06/2017,3494.374514,MO,,R-2.5,290950021003,39.0958104,-94.5047773,34,East Blue Valley,East,3
2305 E 23rd St,Kansas City,3rd,Jackson,,N,"2305 E 23rd St, Kansas City, MO 64127, USA",KCMHA,"2305 E 23rd St
Kansas City, MO 64127
(39.084452, -94.555217)",6450.0,2019.0,Wendell Phillips,,,JA29640030200000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,09/13/2016,2821.654306,MO,,R-1.5,290950166001,39.084328,-94.55518049999999,27,Wendell Phillips,Central,1
2531 Askew Ave,Kansas City,3rd,Jackson,,N,"2531 Askew Ave, Kansas City, MO 64127, USA",Land Bank,"2531 Askew Ave
Kansas City, MO 64127
(39.079156, -94.540896)",2200.0,2019.0,Washington Wheatley,,,JA28440221400000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3929.407361,MO,,R-2.5,290950165003,39.079142,-94.54057399999999,28,Washington Wheatley,East,3
7410 MONTGALL AVE,KANSAS CITY,5th,Jackson,,N,"7410 Montgall Ave, Kansas City, MO 64132, USA",Land Bank,"7410 MONTGALL AVE
KANSAS CITY, MO 64132
(38.991895, -94.556069)",8550.0,2019.0,Noble And Gregory Ridge,,,JA46430252200000000,64132,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5074.334028,MO,,R-5,290950089002,38.991931,-94.556381,126,Noble And Gregory Ridge,Metro,2
2542 Olive St,Kansas City,3rd,Jackson,,Y,"2542 Olive St, Kansas City, MO 64127, USA",KCMHA,"2542 Olive St
Kansas City, MO 64127
(39.079251, -94.554684)",10100.0,2019.0,Wendell Phillips,,,JA29640252700000000,64127,Public Purpose,Residential Vacant,Vacant lot or land - little or no use,Reserved,Kansas City Missouri 110,09/13/2016,4471.976181,MO,,R-1.5,290950166001,39.0793574,-94.5550171,27,Wendell Phillips,Central,1
2823 Cypress Ave,Kansas City,3rd,Jackson,,N,"2823 Cypress Ave, Kansas City, MO 64128, USA",Land Bank,"2823 Cypress Ave
Kansas City, MO 64128
(39.07372, -94.530658)",252.0,2012.0,East Community Team South,,,JA28820150800000000,64128,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,03/18/2019,3007.399375,MO,,R-2.5,290950164002,39.073708,-94.53037499999999,30,East Community Team South,East,3
3604 Cleveland Ave,Kansas City,3rd,Jackson,,N,"3604 Cleveland Ave., Kansas City, MO 64128, USA",Land Bank,"3604 Cleveland Ave
Kansas City, MO 64128
(39.060103, -94.539487)",2450.0,2019.0,Palestine West And Oak Park Northeast,,,JA31310123000000000,64128,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4423.08256944,MO,,R-2.5,290950057003,39.0601316,-94.5397223,61,Palestine West And Oak Park Northeast,East,3
4507B E 23rd Street,KANSAS CITY,3rd,Jackson,,N,"4507 E 23rd St, Kansas City, MO 64127, USA",Land Bank,"4507B E 23rd Street
KANSAS CITY, MO 64127
(39.083619, -94.530223)",141.0,2012.0,East Community Team South,,,JA28530060600000000,64127,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,04/03/2014,1140.891632,MO,,R-2.5,290950034004,39.08350799999999,-94.53016710000001,30,East Community Team South,East,3
2033 Lister Ave,Kansas City,3rd,Jackson,03/12/2014,N,"2033 Lister Ave, Kansas City, MO 64127, USA",Land Bank,"2033 Lister Ave
Kansas City, MO 64127
(39.085898, -94.527502)",3050.0,2019.0,East Community Team North,,,JA28520341300000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5999.449965,MO,,R-2.5,290950022003,39.085887,-94.527201,29,East Community Team North,East,3
7434  RICHMOND AVE,Kansas City,5th,Jackson,,N,"7434 Richmond Ave, Kansas City, MO 64133, USA",Land Bank,"7434  RICHMOND AVE
Kansas City, MO 64133
(38.989805, -94.500736)",14250.0,2019.0,Park Farms,,,JA45430192100000000,64133,"Assemblage, Public Purpose",Residential Vacant,Vacant lot or land - usable,Disposition in Process,RAYTOWN 150,,15882.767465,MO,,R-7.5,290950172001,38.98866,-94.5005709,135,Park Farms,Metro,2
2914 E 12th St,KANSAS CITY,3rd,JACKSON,,N,"2914 E 12th St, Kansas City, MO 64127, USA",Land Bank,"2914 E 12th St
KANSAS CITY, MO 64127
(39.098704, -94.547299)",5150.0,2019.0,Independence Plaza,,,JA28320342900000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4575.46,MO,,B3-2,290950018003,39.0989656,-94.5472525,16,Independence Plaza,East,3
3011 CHELSEA AVE,Kansas City,3rd,Jackson,,N,"3011 Chelsea Ave, Kansas City, MO 64128, USA",Land Bank,"3011 CHELSEA AVE
Kansas City, MO 64128
(39.070333, -94.527655)",10193.0,2019.0,Knoches Park,,,JA28820323200000000,64128,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,6019.170625,MO,,R-2.5,290950164001,39.07039839999999,-94.5274151,64,Knoches Park,East,3
3822 E 58th Ter,Kansas City,5th,Jackson,,N,"3822 E 58th Terrace, Kansas City, MO 64130, USA",Land Bank,"3822 E 58th Ter
Kansas City, MO 64130
(39.019767, -94.540256)",7750.0,2019.0,Swope Parkway-Elmwood,,,JA31940171400000000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,6256.160625,MO,,R-6,290950079001,39.01998529999999,-94.54015419999999,116,Swope Parkway-Elmwood,Metro,2
5226 Norton Avenue,Kansas City,5th,Jackson,,N,"5226 Norton Ave, Kansas City, MO 64130, USA",KCMHA,"5226 Norton Avenue
Kansas City, MO 64130
(39.030389, -94.53762)",8950.0,2019.0,Mount Cleveland,,,JA31910141900000000,64130,Public Purpose,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,,,MO,,,290950078023,39.0304139,-94.537926,114,Mount Cleveland,Metro,2
1313 Brooklyn Ave,Kansas City,3rd,Jackson,,N,"1313 Brooklyn Ave, Kansas City, MO 64127, USA",Land Bank,"1313 Brooklyn Ave
Kansas City, MO 64127
(39.097177, -94.556118)",8900.0,2019.0,Independence Plaza,,,JA29140141500000000,64127,Side Yard,Commercial Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3376.36125,MO,,B3-2,290950161001,39.097166,-94.555787,16,Independence Plaza,Central,1
5600 E 34th St,Kansas City,3rd,Jackson,,N,"5600 E 34th St, Kansas City, MO 64128, USA",Land Bank,"5600 E 34th St
Kansas City, MO 64128
(39.06373, -94.518736)",2200.0,2019.0,Dunbar,,,JA28840160600000000,64128,Urban Agriculture,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3957.193542,MO,,R-2.5,290950057001,39.0639927,-94.53821409999999,62,Palestine East,East,3
5216 AGNES AVE,Kansas City,5th,Jackson,,N,"5216 Agnes Ave, Kansas City, MO 64130, USA",KCMHA,"5216 AGNES AVE
Kansas City, MO 64130.0
(39.031178, -94.550263)",10950.0,2019.0,North Town Fork Creek,,,31-920-12-25-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,7491.2846875,MO,,R-2.5,290950077002,39.031163,-94.550584,118,North Town Fork Creek,Metro,2
2344 Drury,Kansas City,3rd,Jackson,,N,"2344 Drury Ave, Kansas City, MO 64127, USA",Land Bank,"2344 Drury
Kansas City, MO 64127
(39.081577, -94.518834)",3050.0,2019.0,South Blue Valley,,,JA28540042400000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5499.70270833,MO,,R-2.5,290950034001,39.0816111,-94.51911679999999,31,South Blue Valley,East,3
2452 Norton Ave,Kansas City,3rd,Jackson,,N,"2452 Norton Ave, Kansas City, MO 64127, USA",Land Bank,"2452 Norton Ave
Kansas City, MO 64127
(39.080259, -94.535065)",2100.0,2019.0,East Community Team South,,,JA28440142200000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3728.040625,MO,,R-2.5,290950165001,39.0803246,-94.53537159999999,30,East Community Team South,East,3
3435 PARK AVE,KANSAS CITY,3rd,Jackson,,N,"3435 Park Ave, Kansas City, MO 64109, USA",Land Bank,"3435 PARK AVE
KANSAS CITY, MO 64109
(39.063361, -94.556649)",397.0,2012.0,Key Coalition,,,JA29740301400000000,64109,Infill construction,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,07/19/2018,4599.8563189999995,MO,,R-1.5,290950054001,39.063318,-94.55629599999999,56,Key Coalition,Central,1
2233 E 77TH TER,KANSAS CITY,5th,Jackson,,N,"2233 E 77th Terrace, Kansas City, MO 64132, USA",Land Bank,"2233 E 77TH TER
KANSAS CITY, MO 64132
(38.98488, -94.560773)",5972.0,2012.0,East Meyer 7,,,JA47710142100000000,64132,"Assemblage, Infill construction",Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,12/30/2015,28559.596181,MO,,R-5,290950090005,38.984247,-94.561469,127,East Meyer 7,Metro,2
1801 Kensington Ave,Kansas City,3rd,Jackson,02/11/2014,N,"1801 Kensington Ave, Kansas City, MO 64127, USA",Land Bank,"1801 Kensington Ave
Kansas City, MO 64127
(39.089909, -94.53124)",1900.0,2019.0,East Community Team North,,,JA28520110200000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3428.310208,MO,,R-2.5,290950023002,39.0899532,-94.53094759999999,29,East Community Team North,East,3
2705 Jackson,Kansas City,3rd,Jackson,,N,"2705 Jackson Ave, Kansas City, MO 64128, USA",Land Bank,,3586.0,2015.0,East Community Team South,,,JA28820100300000000,64128,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,09/13/2018,4860.365694,MO,,B4-5,290950164002,39.0761431,-94.53388489999999,30,East Community Team South,East,3
4515 Agnes Ave,Kansas City,3rd,Jackson,,N,"4515 Agnes Ave, Kansas City, MO 64130, USA",Land Bank,"4515 Agnes Ave
Kansas City, MO 64130
(39.043856, -94.550037)",2700.0,2019.0,Oak Park Southwest,,,JA31420180800000000,64130,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3775.164375,MO,,R-2.5,290950061003,39.0437845,-94.54977369999999,59,Oak Park Southwest,East,3
4100 E 51st Terrace,Kansas City,5th,Jackson,,N,"4100 E 51st Terrace, Kansas City, MO 64130, USA",KCMHA,"4100 E 51st Terrace
Kansas City, MO 64130
(39.032241, -94.537347)",6200.0,2019.0,Mount Cleveland,,,JA31910010800000000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4765.0,MO,,,290950078023,39.0324999,-94.53729440000001,114,Mount Cleveland,Metro,2
7218 Walrond Ave,Kansas City,5th,Jackson,05/19/2014,N,"7218 Walrond Ave, Kansas City, MO 64132, USA",Land Bank,"7218 Walrond Ave
Kansas City, MO 64132
(38.99511, -94.550059)",8400.0,2019.0,Noble and Gregory Ridge,,,JA46430142200000000,64132,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,8351.583193999999,MO,,R-5,290950089002,38.9951818,-94.5502942,126,Noble And Gregory Ridge,Metro,2
4409  NORTON AVE,Kansas City,3rd,Jackson,,N,"4409 Norton Ave, Kansas City, MO 64130, USA",Land Bank,"4409  NORTON AVE
Kansas City, MO 64130
(39.045504, -94.536809)",2500.0,2014.0,Vineyard Northwest,,,JA31410160400000000,64130,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,04/17/2015,5381.961007,MO,,R-2.5,290950060001,39.0455626,-94.53649109999999,48,Vineyard Northwest,East,3
3005 Wabash Ave,Kansas City,3rd,Jackson,,N,"3005 Wabash Ave, Kansas City, MO 64109, USA",Land Bank,"3005 Wabash Ave
Kansas City, MO 64128
(39.071461, -94.55392)",2298.0,2012.0,Key Coalition,,,JA29710260500000000,64109,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,09/08/2014,6254.428646,MO,,R-1.5,290950166002,39.071434,-94.55360399999999,56,Key Coalition,East,3
4413 WOODLAND AVE,Kansas City,3rd,Jackson,,N,"4413 Woodland Ave, Kansas City, MO 64110, USA",KCMHA,"4413 WOODLAND AVE
Kansas City, MO 64130.0
(39.046061, -94.563374)",12800.0,2019.0,Ivanhoe Southwest,,,30-610-09-07-00-0-00-000,64110,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,6630.23114583,MO,,R-2.5,290950063002,39.046199,-94.56303899999999,53,Ivanhoe Southwest,Central,1
2529 Myrtle Ave,Kansas City,3rd,Jackson,,N,"2529 Myrtle Ave, Kansas City, MO 64127, USA",Land Bank,"2529 Myrtle Ave
Kansas City, MO 64127
(39.079121, -94.536248)",2750.0,2019.0,East Community Team South,,,JA28440261300000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5255.193681000001,MO,,R-2.5,290950165001,39.079116,-94.535934,30,East Community Team South,East,3
424 Wheeling,KANSAS CITY,4th,JACKSON,,N,"424 N Wheeling Ave, Kansas City, MO 64123, USA",Land Bank,"424 Wheeling
KANSAS CITY, MO 64123.0
(39.107873, -94.510678)",10700.0,2019.0,South Indian Mound,,,JA13730122800000000,64123,,RESIDENTIAL VACANT,Vacant lot or land - usable,ACQUIRED,KANSAS CITY MISSOURI 110,,4392.84,MO,,R-2.5,290950155002,39.116744,-94.510592,19,North Indian Mound,East,3
3728 Montgall Ave,Kansas City,3rd,Jackson,,N,"3728 Montgall Ave, Kansas City, MO 64128, USA",Land Bank,"3728 Montgall Ave
Kansas City, MO 64128
(39.057915, -94.552308)",1702.0,2012.0,Oak Park Northwest,,,JA31320182500000000,64128,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,10/02/2018,4291.3,MO,,R-2.5,290950056022,39.057929,-94.55262599999999,58,Oak Park Northwest,East,3
